purchase_request,Date,month-year,labels,total,currency,status,responsible
TTK-44000283,09/12/2019,12-2019,company_c,88715.79,PLN,In Progress,buyer_9
TTK-45825060,10/2/2020,2-2020,company_b,98203.2,USD,Closed,buyer_7
TTK-80429760,01/2/2020,2-2020,company_c,31870.5,EUR,On hold,buyer_1
TTK-35221194,18/6/2020,6-2020,company_a,81142.29,EUR,On hold,buyer_2
TTK-24683007,23/2/2020,2-2020,company_c,28961.31,EUR,Clarification,buyer_7
TTK-51028619,14/3/2020,3-2020,company_a,83410.43,PLN,Open,buyer_5
TTK-94915011,15/12/2019,12-2019,company_a,83058.4,PLN,Clarification,buyer_9
TTK-66051368,07/8/2020,8-2020,company_a,71284.46,USD,In Progress,buyer_4
TTK-82250451,18/3/2020,3-2020,company_a,49288.13,CHF,Open,buyer_10
TTK-86895661,18/2/2020,2-2020,company_b,91665.93,CHF,Open,buyer_6
TTK-59290824,24/7/2020,7-2020,company_a,87154.34,EUR,Open,buyer_3
TTK-74111475,04/3/2020,3-2020,company_c,55017.2,USD,In Progress,buyer_7
TTK-86545676,19/3/2020,3-2020,company_a,2883.72,USD,Open,buyer_3
TTK-26980074,12/7/2020,7-2020,company_a,5764.91,PLN,Open,buyer_6
TTK-30338649,27/4/2020,4-2020,company_a,40130.88,EUR,Closed,buyer_9
TTK-7840107,02/6/2020,6-2020,company_a,2228.29,EUR,Open,buyer_6
TTK-44423635,12/3/2020,3-2020,company_a,17966.8,USD,Open,buyer_5
TTK-4901067,01/3/2020,3-2020,company_b,48228.97,USD,Open,buyer_9
TTK-74866136,23/5/2020,5-2020,company_c,85415.48,EUR,In Progress,buyer_9
TTK-88732804,04/5/2020,5-2020,company_a,94538.75,USD,Open,buyer_6
TTK-49610771,12/7/2020,7-2020,company_a,48972.7,CHF,Open,buyer_2
TTK-28645532,20/3/2020,3-2020,company_b,30506.69,EUR,Clarification,buyer_6
TTK-93135427,10/4/2020,4-2020,company_c,60129,CHF,In Progress,buyer_1
TTK-85398187,02/4/2020,4-2020,company_b,72260.4,EUR,On hold,buyer_9
TTK-21945176,26/2/2020,2-2020,company_c,69017.38,CHF,Closed,buyer_4
TTK-97116686,01/2/2020,2-2020,company_b,85846.57,PLN,Closed,buyer_2
TTK-38062158,01/5/2020,5-2020,company_b,68848.82,PLN,Closed,buyer_1
TTK-17166117,31/5/2020,5-2020,company_a,50951.92,PLN,Closed,buyer_6
TTK-98467239,13/4/2020,4-2020,company_b,60741.61,USD,Closed,buyer_6
TTK-21370852,31/5/2020,5-2020,company_c,22750.48,USD,Open,buyer_9
TTK-1535807,25/7/2020,7-2020,company_b,44567.43,CHF,Open,buyer_5
TTK-43765923,09/5/2020,5-2020,company_b,65823.11,USD,In Progress,buyer_10
TTK-92046662,18/4/2020,4-2020,company_b,97916.15,PLN,In Progress,buyer_10
TTK-1583719,10/2/2020,2-2020,company_b,39261.4,EUR,On hold,buyer_3
TTK-48150984,14/8/2020,8-2020,company_b,32800.11,EUR,In Progress,buyer_8
TTK-39583140,29/6/2020,6-2020,company_b,98276.4,CHF,On hold,buyer_2
TTK-45715949,15/3/2020,3-2020,company_c,79260.96,PLN,Clarification,buyer_6
TTK-39638783,12/2/2020,2-2020,company_c,51975.71,CHF,Closed,buyer_6
TTK-21024100,15/8/2020,8-2020,company_b,19120.58,CHF,Closed,buyer_8
TTK-98440490,13/3/2020,3-2020,company_a,2752.65,USD,Clarification,buyer_2
TTK-58902878,09/5/2020,5-2020,company_c,29448.4,USD,In Progress,buyer_9
TTK-99445477,02/2/2020,2-2020,company_a,82262.6,CHF,On hold,buyer_3
TTK-48396630,12/8/2020,8-2020,company_c,72308.94,USD,In Progress,buyer_3
TTK-41555379,17/3/2020,3-2020,company_a,47746.25,EUR,Open,buyer_7
TTK-61131565,09/12/2019,12-2019,company_a,53821.6,CHF,Open,buyer_5
TTK-41785952,09/2/2020,2-2020,company_c,69973.78,EUR,Clarification,buyer_7
TTK-15118933,02/8/2020,8-2020,company_a,95183.63,EUR,Closed,buyer_4
TTK-7740361,10/8/2020,8-2020,company_b,16111.13,EUR,In Progress,buyer_7
TTK-40918181,17/7/2020,7-2020,company_c,82201.55,PLN,Open,buyer_7
TTK-33249009,18/7/2020,7-2020,company_a,21677.46,USD,Clarification,buyer_1
TTK-10708396,09/12/2019,12-2019,company_c,443.97,EUR,Open,buyer_3
TTK-23077988,12/7/2020,7-2020,company_a,74668.21,CHF,In Progress,buyer_4
TTK-69926055,14/1/2020,1-2020,company_b,11656.6,CHF,Open,buyer_4
TTK-14996703,02/7/2020,7-2020,company_b,833.18,CHF,Clarification,buyer_1
TTK-75425250,08/2/2020,2-2020,company_c,74539.78,PLN,On hold,buyer_8
TTK-65806799,12/7/2020,7-2020,company_c,31387.16,CHF,On hold,buyer_8
TTK-6930841,05/8/2020,8-2020,company_c,98305.44,EUR,On hold,buyer_4
TTK-19534164,06/7/2020,7-2020,company_c,27257.2,PLN,Open,buyer_1
TTK-9857748,02/5/2020,5-2020,company_c,80492.81,CHF,Clarification,buyer_10
TTK-29492648,15/5/2020,5-2020,company_a,36374.79,EUR,Open,buyer_5
TTK-56149011,26/7/2020,7-2020,company_c,3118.28,EUR,In Progress,buyer_6
TTK-12325212,16/12/2019,12-2019,company_c,68107.63,CHF,In Progress,buyer_3
TTK-60971014,27/12/2019,12-2019,company_b,5063.79,EUR,Open,buyer_6
TTK-64952962,26/12/2019,12-2019,company_c,9058.56,PLN,On hold,buyer_5
TTK-79352176,09/7/2020,7-2020,company_b,22116.96,EUR,Clarification,buyer_10
TTK-6317840,09/3/2020,3-2020,company_a,78908.56,EUR,Open,buyer_8
TTK-84546870,01/8/2020,8-2020,company_a,37288.82,CHF,Closed,buyer_4
TTK-58533449,19/3/2020,3-2020,company_c,51697.6,PLN,Clarification,buyer_2
TTK-65614782,03/3/2020,3-2020,company_c,22822.94,EUR,Open,buyer_5
TTK-31245720,01/3/2020,3-2020,company_a,30242.73,PLN,Closed,buyer_7
TTK-63351311,13/8/2020,8-2020,company_c,20861.93,USD,Open,buyer_4
TTK-57101106,21/5/2020,5-2020,company_b,17239.8,EUR,Open,buyer_10
TTK-15105493,04/7/2020,7-2020,company_b,2992.54,PLN,On hold,buyer_4
TTK-25921005,01/2/2020,2-2020,company_a,33607.58,USD,Open,buyer_6
TTK-20585773,09/5/2020,5-2020,company_a,96573.53,CHF,Clarification,buyer_7
TTK-43683042,16/2/2020,2-2020,company_c,20900.6,PLN,Clarification,buyer_10
TTK-83812311,05/6/2020,6-2020,company_a,62993.7,EUR,Open,buyer_1
TTK-21647245,09/1/2020,1-2020,company_b,64023.68,EUR,Clarification,buyer_1
TTK-27441467,01/1/2020,1-2020,company_c,69880.27,CHF,In Progress,buyer_8
TTK-20288070,25/5/2020,5-2020,company_c,2603.6,EUR,Clarification,buyer_5
TTK-95279140,02/6/2020,6-2020,company_b,65119.95,EUR,Open,buyer_1
TTK-35256960,27/7/2020,7-2020,company_a,82957.3,EUR,On hold,buyer_3
TTK-82915827,15/2/2020,2-2020,company_c,44069.55,USD,In Progress,buyer_6
TTK-51268501,02/5/2020,5-2020,company_c,38297.8,CHF,In Progress,buyer_3
TTK-80907921,06/2/2020,2-2020,company_c,31702.45,USD,Open,buyer_9
TTK-8890623,10/1/2020,1-2020,company_c,22915.56,PLN,In Progress,buyer_1
TTK-30286627,22/2/2020,2-2020,company_c,44076.91,USD,On hold,buyer_6
TTK-29474973,22/4/2020,4-2020,company_c,77647.11,USD,Closed,buyer_5
TTK-43664079,17/6/2020,6-2020,company_c,86684.21,CHF,Clarification,buyer_8
TTK-58507443,16/1/2020,1-2020,company_c,73578.5,PLN,Open,buyer_1
TTK-61853011,14/4/2020,4-2020,company_a,90980.75,USD,Open,buyer_5
TTK-12267234,26/12/2019,12-2019,company_c,76411.5,PLN,In Progress,buyer_6
TTK-22749354,16/8/2020,8-2020,company_c,45653.54,USD,Closed,buyer_2
TTK-63462853,09/1/2020,1-2020,company_c,32740.24,CHF,Closed,buyer_4
TTK-96640325,26/7/2020,7-2020,company_c,99714.36,USD,Open,buyer_3
TTK-22123672,08/5/2020,5-2020,company_b,2721.33,EUR,In Progress,buyer_2
TTK-41886822,10/7/2020,7-2020,company_b,99095.97,USD,Open,buyer_2
TTK-98535912,06/2/2020,2-2020,company_b,60702.5,PLN,Open,buyer_9
TTK-62815890,19/1/2020,1-2020,company_b,67852.21,PLN,In Progress,buyer_7
TTK-69932785,17/5/2020,5-2020,company_b,99847.26,PLN,On hold,buyer_8
TTK-60834709,09/2/2020,2-2020,company_b,97829.16,PLN,Open,buyer_7
TTK-23050494,28/12/2019,12-2019,company_c,97996.5,PLN,Clarification,buyer_1
TTK-60272483,24/7/2020,7-2020,company_a,12884.39,PLN,Closed,buyer_7
TTK-81622915,26/7/2020,7-2020,company_b,44615.2,CHF,Open,buyer_2
TTK-76429244,03/2/2020,2-2020,company_b,82829.22,PLN,Closed,buyer_4
TTK-26150483,20/2/2020,2-2020,company_b,42244.39,USD,Clarification,buyer_1
TTK-2111242,13/8/2020,8-2020,company_c,38856.36,PLN,Clarification,buyer_7
TTK-22023477,22/12/2019,12-2019,company_c,74159.8,PLN,Closed,buyer_4
TTK-94118949,16/7/2020,7-2020,company_a,95402.65,CHF,Closed,buyer_1
TTK-59920359,01/6/2020,6-2020,company_a,57305.25,EUR,In Progress,buyer_8
TTK-5130019,10/6/2020,6-2020,company_a,87480.41,CHF,Clarification,buyer_8
TTK-41397604,24/1/2020,1-2020,company_c,10642.12,EUR,Closed,buyer_4
TTK-53701854,14/8/2020,8-2020,company_a,54592.98,CHF,On hold,buyer_10
TTK-62302464,29/2/2020,2-2020,company_b,71227.78,USD,In Progress,buyer_7
TTK-50524420,15/3/2020,3-2020,company_a,38282.89,PLN,Open,buyer_4
TTK-52673967,06/7/2020,7-2020,company_b,25726.42,CHF,In Progress,buyer_4
TTK-40050420,25/5/2020,5-2020,company_c,5617.1,CHF,In Progress,buyer_8
TTK-17663787,10/2/2020,2-2020,company_c,51601.38,USD,On hold,buyer_8
TTK-98236916,08/2/2020,2-2020,company_b,24894.2,CHF,Clarification,buyer_9
TTK-12370610,24/6/2020,6-2020,company_b,26599.44,CHF,On hold,buyer_8
TTK-91394350,24/12/2019,12-2019,company_b,24362.75,EUR,Clarification,buyer_8
TTK-84823249,05/4/2020,4-2020,company_a,39752.34,CHF,In Progress,buyer_4
TTK-220151,10/12/2019,12-2019,company_c,18550.75,PLN,Closed,buyer_5
TTK-99131780,09/6/2020,6-2020,company_a,48516.63,PLN,In Progress,buyer_7
TTK-32409398,10/3/2020,3-2020,company_a,71371.11,USD,Open,buyer_1
TTK-12100257,01/5/2020,5-2020,company_b,31876.34,CHF,Closed,buyer_8
TTK-23832277,09/8/2020,8-2020,company_c,66900.78,PLN,In Progress,buyer_7
TTK-37425342,23/6/2020,6-2020,company_a,13681.79,USD,Open,buyer_8
TTK-71080570,30/7/2020,7-2020,company_a,44431.44,USD,On hold,buyer_2
TTK-1055092,08/8/2020,8-2020,company_b,75970.27,EUR,Clarification,buyer_8
TTK-52459616,10/1/2020,1-2020,company_a,88273.2,PLN,Clarification,buyer_9
TTK-98187727,05/6/2020,6-2020,company_a,43174.48,EUR,In Progress,buyer_4
TTK-65140244,15/8/2020,8-2020,company_a,3725.6,EUR,On hold,buyer_2
TTK-57116054,06/5/2020,5-2020,company_b,9266.5,EUR,Clarification,buyer_8
TTK-31233801,28/1/2020,1-2020,company_b,53036.88,USD,Clarification,buyer_8
TTK-65602242,05/7/2020,7-2020,company_c,65062.81,PLN,Open,buyer_2
TTK-74785939,06/1/2020,1-2020,company_c,96412.47,CHF,Open,buyer_9
TTK-8979454,10/2/2020,2-2020,company_a,68187.23,EUR,Open,buyer_7
TTK-28705233,27/1/2020,1-2020,company_c,3196.2,USD,Closed,buyer_7
TTK-14935230,10/1/2020,1-2020,company_a,14593.6,CHF,Clarification,buyer_4
TTK-70141379,24/12/2019,12-2019,company_a,43514.28,CHF,On hold,buyer_4
TTK-46016666,07/12/2019,12-2019,company_c,60458.15,CHF,Closed,buyer_5
TTK-34781189,11/2/2020,2-2020,company_b,8019.99,PLN,On hold,buyer_7
TTK-36825758,26/12/2019,12-2019,company_a,69528.56,CHF,Open,buyer_7
TTK-23283539,15/8/2020,8-2020,company_c,67514.97,USD,On hold,buyer_1
TTK-56033407,21/3/2020,3-2020,company_b,72809.51,CHF,Clarification,buyer_10
TTK-14504163,11/3/2020,3-2020,company_c,44377.51,PLN,Clarification,buyer_6
TTK-79076188,13/7/2020,7-2020,company_c,44291.4,CHF,Open,buyer_9
TTK-41959436,26/6/2020,6-2020,company_a,65070.6,CHF,In Progress,buyer_7
TTK-17955954,26/7/2020,7-2020,company_c,41550.68,PLN,In Progress,buyer_7
TTK-7932862,18/3/2020,3-2020,company_b,74697.93,USD,On hold,buyer_7
TTK-81278328,02/3/2020,3-2020,company_c,15971.71,PLN,On hold,buyer_4
TTK-92824174,17/4/2020,4-2020,company_b,72678.33,EUR,Clarification,buyer_5
TTK-47473924,19/12/2019,12-2019,company_c,34932.42,PLN,Open,buyer_4
TTK-71526537,29/7/2020,7-2020,company_b,74314.24,CHF,Clarification,buyer_3
TTK-37657627,29/2/2020,2-2020,company_a,11110.95,PLN,Closed,buyer_3
TTK-79886587,16/5/2020,5-2020,company_a,14724.17,USD,Clarification,buyer_9
TTK-37180112,29/4/2020,4-2020,company_b,75666.68,USD,In Progress,buyer_7
TTK-57451754,19/1/2020,1-2020,company_a,23522.53,CHF,In Progress,buyer_4
TTK-33604247,29/3/2020,3-2020,company_b,29658.91,USD,Clarification,buyer_10
TTK-40079859,21/12/2019,12-2019,company_a,7057.65,CHF,Open,buyer_2
TTK-74074106,24/7/2020,7-2020,company_c,2052.17,USD,Clarification,buyer_6
TTK-53553750,12/4/2020,4-2020,company_a,54285.85,PLN,Closed,buyer_6
TTK-30747500,03/1/2020,1-2020,company_a,76179.97,USD,On hold,buyer_5
TTK-41100875,22/5/2020,5-2020,company_b,5530.35,USD,Open,buyer_1
TTK-9156651,16/2/2020,2-2020,company_a,42066.5,CHF,Clarification,buyer_8
TTK-83103756,13/5/2020,5-2020,company_b,34645.28,EUR,On hold,buyer_9
TTK-10160965,29/3/2020,3-2020,company_c,44295.58,USD,In Progress,buyer_10
TTK-96754234,24/1/2020,1-2020,company_a,33879.25,PLN,Closed,buyer_1
TTK-42583009,03/5/2020,5-2020,company_a,88492.75,PLN,In Progress,buyer_1
TTK-71197244,10/6/2020,6-2020,company_a,19002.54,CHF,Closed,buyer_4
TTK-97637068,12/1/2020,1-2020,company_c,76537.12,USD,Open,buyer_10
TTK-81764452,04/3/2020,3-2020,company_b,32865.12,USD,Closed,buyer_7
TTK-22074093,29/4/2020,4-2020,company_a,95539.6,USD,Clarification,buyer_2
TTK-40925545,01/4/2020,4-2020,company_c,39958.2,EUR,Clarification,buyer_1
TTK-62401579,15/2/2020,2-2020,company_a,5169.67,CHF,Clarification,buyer_6
TTK-51377855,08/6/2020,6-2020,company_b,65539.81,PLN,Closed,buyer_1
TTK-57171890,11/2/2020,2-2020,company_b,38958.15,USD,Clarification,buyer_8
TTK-20796967,15/3/2020,3-2020,company_a,22176.69,USD,Closed,buyer_6
TTK-76032149,13/4/2020,4-2020,company_a,9264.48,PLN,On hold,buyer_3
TTK-30920574,11/1/2020,1-2020,company_c,33185.15,PLN,Closed,buyer_2
TTK-60586792,28/2/2020,2-2020,company_a,92340.51,CHF,Clarification,buyer_4
TTK-91301144,24/6/2020,6-2020,company_c,72238.38,EUR,On hold,buyer_3
TTK-13450555,30/5/2020,5-2020,company_a,22307.41,USD,In Progress,buyer_4
TTK-11352203,14/2/2020,2-2020,company_c,7628.18,CHF,Clarification,buyer_2
TTK-25985294,02/3/2020,3-2020,company_c,85700.12,PLN,Closed,buyer_9
TTK-72395915,14/5/2020,5-2020,company_c,10718.13,CHF,Open,buyer_3
TTK-18424968,30/6/2020,6-2020,company_c,3128.66,USD,Clarification,buyer_1
TTK-93955071,09/2/2020,2-2020,company_c,63641.81,CHF,Clarification,buyer_8
TTK-11013220,20/7/2020,7-2020,company_a,51762.83,CHF,Closed,buyer_10
TTK-62674359,12/4/2020,4-2020,company_a,32397.65,USD,Clarification,buyer_6
TTK-30537708,13/4/2020,4-2020,company_b,34517.3,USD,Clarification,buyer_7
TTK-98667037,29/2/2020,2-2020,company_c,84896.29,EUR,Open,buyer_8
TTK-45162169,31/1/2020,1-2020,company_c,39722.64,CHF,Clarification,buyer_5
TTK-60804539,10/8/2020,8-2020,company_b,27188.24,EUR,Clarification,buyer_10
TTK-50449970,27/1/2020,1-2020,company_a,38096.89,CHF,In Progress,buyer_4
TTK-66426200,06/5/2020,5-2020,company_b,66163.57,EUR,Clarification,buyer_1
TTK-18037602,05/7/2020,7-2020,company_a,41468.71,PLN,On hold,buyer_5
TTK-61398924,22/3/2020,3-2020,company_c,71519.76,EUR,Closed,buyer_2
TTK-77543930,02/8/2020,8-2020,company_b,13272.51,USD,On hold,buyer_9
TTK-83764462,22/3/2020,3-2020,company_a,81531.62,CHF,Closed,buyer_6
TTK-43069029,15/1/2020,1-2020,company_a,81849.6,PLN,Open,buyer_1
TTK-89228235,12/7/2020,7-2020,company_a,26894.45,CHF,In Progress,buyer_3
TTK-21754244,29/2/2020,2-2020,company_b,82812.97,USD,On hold,buyer_4
TTK-66824447,29/12/2019,12-2019,company_b,71008.98,EUR,Open,buyer_6
TTK-89619639,17/2/2020,2-2020,company_c,64180.76,USD,On hold,buyer_5
TTK-37041424,11/12/2019,12-2019,company_c,12086.63,CHF,Clarification,buyer_10
TTK-96365606,11/3/2020,3-2020,company_c,77529.13,USD,On hold,buyer_10
TTK-39128082,11/8/2020,8-2020,company_c,2682.33,USD,On hold,buyer_2
TTK-38640346,10/7/2020,7-2020,company_b,43149.32,EUR,On hold,buyer_9
TTK-80154879,01/3/2020,3-2020,company_a,14850.17,PLN,Open,buyer_1
TTK-54513237,24/4/2020,4-2020,company_b,58699.34,USD,Clarification,buyer_8
TTK-91585627,16/6/2020,6-2020,company_b,35965.14,CHF,Clarification,buyer_7
TTK-93837050,20/1/2020,1-2020,company_a,66297.67,CHF,On hold,buyer_2
TTK-77719755,17/12/2019,12-2019,company_c,36503.99,CHF,Open,buyer_9
TTK-72829259,26/1/2020,1-2020,company_c,38879.34,USD,Clarification,buyer_2
TTK-24717987,14/1/2020,1-2020,company_b,90142.66,CHF,Closed,buyer_5
TTK-81305517,26/6/2020,6-2020,company_c,47635.35,EUR,Closed,buyer_3
TTK-12075662,15/12/2019,12-2019,company_a,45017.69,EUR,On hold,buyer_3
TTK-84412300,31/7/2020,7-2020,company_a,43746.8,CHF,In Progress,buyer_6
TTK-98016962,09/1/2020,1-2020,company_c,43711.58,CHF,Clarification,buyer_2
TTK-88408033,27/1/2020,1-2020,company_c,52215.71,CHF,Open,buyer_8
TTK-68564085,19/4/2020,4-2020,company_c,28483.51,PLN,Closed,buyer_3
TTK-85049523,18/1/2020,1-2020,company_a,47703.29,CHF,Closed,buyer_5
TTK-58546774,29/2/2020,2-2020,company_b,90094.23,EUR,Open,buyer_1
TTK-20423970,31/3/2020,3-2020,company_c,27927.53,CHF,In Progress,buyer_5
TTK-78242184,22/12/2019,12-2019,company_c,79000.63,PLN,In Progress,buyer_8
TTK-4478066,02/8/2020,8-2020,company_b,2755.22,CHF,Closed,buyer_3
TTK-86547139,18/2/2020,2-2020,company_b,79947.27,USD,Closed,buyer_5
TTK-75277750,17/1/2020,1-2020,company_a,40089.7,PLN,Closed,buyer_6
TTK-39715022,16/5/2020,5-2020,company_c,39519,USD,Clarification,buyer_5
TTK-79150119,01/1/2020,1-2020,company_c,63502.84,EUR,Clarification,buyer_7
TTK-95682755,24/12/2019,12-2019,company_a,5914.94,EUR,On hold,buyer_9
TTK-86533362,17/7/2020,7-2020,company_c,23149.22,PLN,Open,buyer_5
TTK-32831624,05/7/2020,7-2020,company_c,86677.86,EUR,Clarification,buyer_1
TTK-27585615,16/3/2020,3-2020,company_c,38517.39,USD,Clarification,buyer_9
TTK-49212410,11/3/2020,3-2020,company_b,81792.26,CHF,On hold,buyer_3
TTK-55526847,26/3/2020,3-2020,company_c,93198.68,CHF,Closed,buyer_8
TTK-9411457,04/1/2020,1-2020,company_c,83328.87,EUR,Open,buyer_2
TTK-17815802,25/4/2020,4-2020,company_c,16041.45,USD,On hold,buyer_4
TTK-21299287,29/6/2020,6-2020,company_a,77963.74,PLN,Closed,buyer_5
TTK-63672610,22/4/2020,4-2020,company_b,51567.28,PLN,On hold,buyer_8
TTK-9511068,17/3/2020,3-2020,company_b,14067.72,USD,In Progress,buyer_1
TTK-93422609,14/2/2020,2-2020,company_b,15474.2,USD,Open,buyer_2
TTK-92752260,22/1/2020,1-2020,company_c,7839.84,CHF,In Progress,buyer_4
TTK-69567544,20/3/2020,3-2020,company_a,36233.78,USD,On hold,buyer_2
TTK-4000395,16/4/2020,4-2020,company_c,71732.99,CHF,Closed,buyer_6
TTK-36899454,02/1/2020,1-2020,company_c,93140.19,PLN,In Progress,buyer_3
TTK-8982946,13/8/2020,8-2020,company_a,24462.5,CHF,On hold,buyer_6
TTK-20538234,08/7/2020,7-2020,company_b,14192.86,PLN,On hold,buyer_10
TTK-72400512,31/5/2020,5-2020,company_b,70063.35,EUR,On hold,buyer_9
TTK-70763451,08/12/2019,12-2019,company_a,50458.6,CHF,On hold,buyer_7
TTK-43766259,27/3/2020,3-2020,company_c,96315.68,EUR,In Progress,buyer_6
TTK-5699551,06/2/2020,2-2020,company_b,77668.88,EUR,In Progress,buyer_10
TTK-55018249,09/8/2020,8-2020,company_a,51393.72,PLN,On hold,buyer_6
TTK-53223857,07/6/2020,6-2020,company_c,11617.42,EUR,In Progress,buyer_7
TTK-97265682,19/2/2020,2-2020,company_b,31312.55,CHF,On hold,buyer_1
TTK-66033641,10/1/2020,1-2020,company_b,12680.68,CHF,Closed,buyer_1
TTK-4665340,19/1/2020,1-2020,company_a,33524.12,CHF,Closed,buyer_5
TTK-32019256,06/8/2020,8-2020,company_a,51917.78,EUR,In Progress,buyer_1
TTK-9118512,27/3/2020,3-2020,company_c,53856.51,CHF,Open,buyer_6
TTK-23957758,01/6/2020,6-2020,company_b,95902.58,CHF,Clarification,buyer_8
TTK-75168410,24/7/2020,7-2020,company_b,45887.45,CHF,In Progress,buyer_4
TTK-72258531,21/5/2020,5-2020,company_b,37218.59,USD,Clarification,buyer_7
TTK-15246545,23/2/2020,2-2020,company_a,80287.14,CHF,Open,buyer_5
TTK-74602774,19/4/2020,4-2020,company_a,89439.88,USD,Open,buyer_5
TTK-25323288,14/12/2019,12-2019,company_a,85883.47,PLN,Closed,buyer_2
TTK-19494810,28/3/2020,3-2020,company_c,30851.3,USD,On hold,buyer_4
TTK-3881240,22/3/2020,3-2020,company_c,34911.1,CHF,Clarification,buyer_10
TTK-34844205,09/8/2020,8-2020,company_a,89554.65,EUR,Open,buyer_9
TTK-6756212,17/12/2019,12-2019,company_a,63726.73,CHF,Clarification,buyer_2
TTK-68109861,28/6/2020,6-2020,company_a,30533.5,EUR,Open,buyer_1
TTK-90949490,28/3/2020,3-2020,company_c,14710.5,USD,In Progress,buyer_6
TTK-56606285,02/4/2020,4-2020,company_c,46904.68,USD,Open,buyer_8
TTK-67645151,24/5/2020,5-2020,company_c,70518.85,CHF,In Progress,buyer_2
TTK-70783297,02/2/2020,2-2020,company_b,18794.6,EUR,On hold,buyer_5
TTK-27711847,26/5/2020,5-2020,company_c,49823.9,CHF,Clarification,buyer_7
TTK-70616413,03/3/2020,3-2020,company_c,77140.68,CHF,Open,buyer_6
TTK-35239886,20/4/2020,4-2020,company_b,61126.28,USD,On hold,buyer_1
TTK-53069501,06/1/2020,1-2020,company_b,4162.87,PLN,Clarification,buyer_7
TTK-86930713,22/7/2020,7-2020,company_a,73489.85,USD,In Progress,buyer_7
TTK-44495399,18/2/2020,2-2020,company_b,74501.67,EUR,Open,buyer_6
TTK-32239964,27/4/2020,4-2020,company_b,16578.56,CHF,Clarification,buyer_5
TTK-22191285,27/7/2020,7-2020,company_c,88642.35,EUR,In Progress,buyer_9
TTK-65452516,06/2/2020,2-2020,company_b,27378.45,CHF,Clarification,buyer_4
TTK-69272057,02/7/2020,7-2020,company_a,53420.48,CHF,Clarification,buyer_6
TTK-34752419,30/5/2020,5-2020,company_c,35092.41,EUR,Open,buyer_2
TTK-76340189,31/12/2019,12-2019,company_a,71555.17,PLN,In Progress,buyer_1
TTK-38612400,13/5/2020,5-2020,company_c,86929.99,EUR,Clarification,buyer_9
TTK-37573767,22/6/2020,6-2020,company_a,86754.97,EUR,Clarification,buyer_3
TTK-12193673,06/1/2020,1-2020,company_b,51517.93,EUR,Clarification,buyer_4
TTK-71114177,15/12/2019,12-2019,company_c,43504.72,CHF,Closed,buyer_6
TTK-27414962,23/6/2020,6-2020,company_b,12246.68,USD,Open,buyer_5
TTK-12144139,05/2/2020,2-2020,company_b,66901.57,CHF,In Progress,buyer_6
TTK-89196962,26/6/2020,6-2020,company_c,35309.48,CHF,In Progress,buyer_1
TTK-55274475,07/12/2019,12-2019,company_b,60714.27,USD,Clarification,buyer_3
TTK-94974667,16/6/2020,6-2020,company_a,15146.28,EUR,Clarification,buyer_5
TTK-19571561,14/8/2020,8-2020,company_a,43354.49,USD,Open,buyer_5
TTK-26088733,06/5/2020,5-2020,company_a,73565.21,EUR,In Progress,buyer_10
TTK-7380655,26/3/2020,3-2020,company_c,62193.38,CHF,Open,buyer_9
TTK-3670404,11/2/2020,2-2020,company_b,71487.21,EUR,Clarification,buyer_1
TTK-7556592,06/2/2020,2-2020,company_b,72505.6,PLN,Closed,buyer_4
TTK-80306746,09/4/2020,4-2020,company_c,38828.18,USD,Open,buyer_2
TTK-51825529,21/7/2020,7-2020,company_a,48548.42,USD,Closed,buyer_10
TTK-49187527,07/6/2020,6-2020,company_b,38867.37,CHF,Clarification,buyer_10
TTK-21501091,05/8/2020,8-2020,company_a,18034.2,CHF,In Progress,buyer_1
TTK-48339268,19/5/2020,5-2020,company_b,13568.47,USD,Closed,buyer_8
TTK-17312045,07/5/2020,5-2020,company_a,65933.91,USD,Open,buyer_6
TTK-6058575,18/1/2020,1-2020,company_c,25282.3,EUR,Clarification,buyer_5
TTK-44661900,02/8/2020,8-2020,company_c,88082.64,USD,Open,buyer_10
TTK-78345632,19/7/2020,7-2020,company_c,20217.4,PLN,Open,buyer_2
TTK-87214570,22/12/2019,12-2019,company_a,36861.41,USD,Open,buyer_1
TTK-34805763,12/2/2020,2-2020,company_c,80832.16,EUR,On hold,buyer_7
TTK-81901989,07/5/2020,5-2020,company_b,3128,EUR,Open,buyer_4
TTK-40173181,09/1/2020,1-2020,company_a,78829.46,CHF,In Progress,buyer_5
TTK-43344400,21/5/2020,5-2020,company_a,99136.19,CHF,On hold,buyer_5
TTK-51589025,01/2/2020,2-2020,company_a,67303.1,USD,On hold,buyer_3
TTK-52595396,23/3/2020,3-2020,company_b,57743.85,CHF,In Progress,buyer_4
TTK-63070980,27/7/2020,7-2020,company_c,21776.6,CHF,In Progress,buyer_9
TTK-86191811,27/3/2020,3-2020,company_b,27199.41,PLN,Clarification,buyer_5
TTK-77676457,27/4/2020,4-2020,company_a,21485.62,CHF,Closed,buyer_5
TTK-17408796,07/4/2020,4-2020,company_c,91001.3,EUR,On hold,buyer_9
TTK-35043337,03/4/2020,4-2020,company_a,86661.86,EUR,Closed,buyer_3
TTK-31801526,19/6/2020,6-2020,company_c,50841.59,PLN,On hold,buyer_6
TTK-77036942,24/4/2020,4-2020,company_c,17251.2,EUR,Open,buyer_1
